timestamp,amf_instance_id,is_anomaly,anomaly_type,RM.RegReqAtt,RM.RegReqSucc,RM.RegReqFail,RM.RegSuccRate,RM.InitRegReqAtt,RM.InitRegReqSucc,RM.MobilityRegReqAtt,RM.MobilityRegReqSucc,RM.PeriodicRegReqAtt,RM.PeriodicRegReqSucc,RM.DeregReqAtt,RM.DeregReqSucc,CM.ServiceReqAtt,CM.ServiceReqSucc,CM.ServiceReqSuccRate,CM.N2RelAtt,CM.N2RelSucc,MM.HoReqAtt,MM.HoReqSucc,MM.HoSuccRate,MM.XnHoReqAtt,MM.XnHoReqSucc,MM.N2IntraHoReqAtt,MM.N2IntraHoReqSucc,MM.N2InterHoReqAtt,MM.N2InterHoReqSucc,MM.EPS2fiveGSMobAtt,MM.fiveGS2EPSMobAtt,MM.N26HoAtt,PAG.PagingReqAtt,PAG.PagingReqSucc,PAG.PagingSuccRate,PAG.PagingDiscarded,PAG.PagingRetry,PAG.UeInIdleMode,UC.UeContextCreated,UC.UeContextReleased,UC.UeContextModified,UC.ActiveUeContext,UC.MaxUeContextCap,UC.ContextUtilRate,SM.PduSessEstabAtt,SM.PduSessEstabSucc,SM.PduSessEstabSuccRate,SM.PduSessRelAtt,SM.PduSessRelSucc,SM.PduSessModAtt,SM.PduSessModSucc,SM.VoNRAtt,SM.EPSFallbackAtt,SM.SMSAtt,AUTH.AuthProcAtt,AUTH.AuthProcSucc,AUTH.AuthProcFail,AUTH.AuthSuccRate,AUTH.NasSecModeAtt,AUTH.NasSecModeSucc,N1N2.N1MsgSent,N1N2.N1MsgRecv,N1N2.N2MsgSent,N1N2.N2MsgRecv,N1N2.NgapConnActive,N1N2.TotalMsgLoad,RES.CpuUtil,RES.RhoCPU_weighted,RES.MemUtil,RES.MemTotal_MB,RES.MemBase_MB,RES.MemCtx_MB,RES.MemPDU_MB,RES.MemSigBuf_MB,RES.MemAuthCache_MB,RES.Latency_ms,RES.Wq_ms,RES.Lat_InitReg_ms,RES.Lat_MobReg_ms,RES.Lat_PerReg_ms,RES.Lat_SrvReq_ms,RES.Lat_N2Rel_ms,RES.Lat_XnHO_ms,RES.Lat_N2HO_ms,RES.Lat_PduEstab_ms,RES.Lat_Auth_ms,RES.Lat_Paging_ms,RES.Throughput_mps,RES.QueueLength,RES.ActiveWorkers,RES.ActiveUEs,RES.ConnectedUEs,RES.IdleUEs,RES.CPU_eMBB_pct,RES.CPU_mMTC_pct,RES.CPU_URLLC_pct,RES.Mem_eMBB_MB,RES.Mem_mMTC_MB,RES.Mem_URLLC_MB,RES.Lat_eMBB_ms,RES.Lat_mMTC_ms,RES.Lat_URLLC_ms,RES.CpuCyclesPerMsg,RES.MemBytesPerUE,RES.SliceLoadEntropy,RES.Jackson_eMBB_eps,RES.Jackson_mMTC_eps,RES.Jackson_URLLC_eps,SLA.eMBB_breach,SLA.mMTC_breach,SLA.URLLC_breach
2024-01-31 10:00:00,AMF_00,0,none,55439,55358,81,99.854,11508,11499,30365,30293,13566,13566,3557,3548,403681,402427,99.689,667205,667205,364372,360979,99.069,224219,222496,111781,110477,28372,28006,41982,13505,34414,203864,203060,99.606,535,161,56134,41873,670762,42249,43583,60000,72.638,24842,24723,99.521,8633,8633,33707,33662,3047,10927,6595,41873,41808,65,99.845,41873,41767,4354701,3185296,3129541,2746682,54,6805894,99.32,1.0835,12.26,1019.2,512.0,217.9,109.3,0.0,180.0,7.466,0.0,21.676,25.746,9.127,7.789,2.929,7.989,20.067,16.147,16.958,5.79,8315.824,0,15,43725,43725,56134,98.32,5.52,25.08,368.27,61.62,185.09,1.312,4.624,0.466,174790.3,24521.9,1.578,1698.681,104.433,243.216,0,0,0
2024-01-31 10:15:00,AMF_00,0,none,56759,56497,262,99.538,10841,10813,31103,30881,14815,14803,3664,3664,560666,559053,99.712,590856,590178,504475,501029,99.317,359649,357892,107184,106010,37642,37127,52690,18088,35688,214229,213189,99.515,427,874,54752,41944,594520,43863,45956,60000,76.593,34024,33954,99.794,13514,13514,39898,39673,4727,17637,6728,41944,41672,272,99.352,41944,41818,4429774,4790478,4443908,3794176,54,8330964,99.5,1.2215,12.5,1034.5,512.0,229.8,112.8,0.0,180.0,8.399,0.0,32.363,22.624,7.829,8.087,4.181,7.7,19.874,33.507,21.3,4.51,9859.647,0,16,45104,45104,54752,99.5,5.08,22.04,380.21,61.62,185.82,1.251,0.941,0.607,166827.4,23605.1,1.5849,2161.955,107.942,247.062,0,0,0
2024-01-31 10:30:00,AMF_00,0,none,65204,65109,95,99.854,11867,11829,40226,40197,13111,13083,3470,3456,430060,428768,99.7,587173,586923,421108,416982,99.02,263204,261419,128803,126905,29101,28658,44334,13302,31981,202293,202068,99.889,1192,0,55213,52093,590643,51512,43984,60000,73.307,24339,24330,99.963,10362,10339,40360,40167,5000,10847,5648,52093,52044,49,99.906,52093,52093,2922739,4299954,4499740,2459088,50,7449487,98.47,1.0924,11.6,1023.6,512.0,219.9,111.6,0.0,180.0,9.606,0.0,27.256,19.933,10.199,6.823,6.657,13.647,21.686,21.407,15.176,3.409,8247.199,0,15,44653,44653,55213,99.5,2.8,25.51,376.39,61.59,185.55,1.21,2.011,0.363,177927.5,24401.5,1.5829,1893.949,103.103,247.062,0,0,0
2024-01-31 10:45:00,AMF_00,0,none,61439,61305,134,99.782,12763,12760,33983,33898,14693,14647,3724,3715,606610,605556,99.826,772978,772978,575202,570810,99.236,361837,360045,168450,166481,44915,44284,48005,12201,47924,263159,261577,99.399,1693,0,54235,46746,776702,46630,45929,60000,76.548,35190,35190,100.0,10082,10082,43042,42862,6295,13736,9246,46746,46572,174,99.628,46746,46690,4015479,3788970,5191806,4228863,49,8314815,99.5,1.4448,11.2,1035.7,512.0,229.6,114.1,0.02,180.0,8.563,0.0,21.529,27.105,10.869,8.369,3.528,12.372,18.262,19.092,11.996,5.528,10230.317,2,20,45631,45631,54235,99.5,6.47,26.99,385.05,61.58,185.88,1.45,4.609,0.473,189801.9,23646.3,1.5844,2161.955,102.515,247.062,0,0,0
2024-01-31 11:00:00,AMF_00,0,none,60569,60429,140,99.769,12312,12312,35662,35560,12595,12557,4747,4739,638562,637680,99.862,701703,700424,504608,500719,99.229,332210,330143,136860,135560,35538,35016,55664,17949,34673,293901,292012,99.357,1071,927,53459,47974,706450,45860,46537,60000,77.562,39425,39271,99.609,9451,9451,38218,38154,7003,11863,9713,47974,47914,60,99.875,47974,47974,3375299,4115277,4506247,3366118,52,8238148,98.85,1.3861,12.5,1040.7,512.0,232.7,116.0,0.01,180.0,8.728,0.0,29.935,17.433,6.334,9.111,3.129,12.152,19.165,19.624,14.439,7.036,8757.273,1,19,46406,46406,53459,99.5,1.48,24.57,392.34,61.53,185.63,1.727,1.079,0.543,213038.6,23449.4,1.5669,2161.955,76.751,247.062,0,0,0
2024-01-31 11:15:00,AMF_00,0,none,65328,65280,48,99.927,11869,11865,38651,38607,14808,14808,3835,3835,710881,707915,99.583,638583,638583,516309,512661,99.293,357062,354789,118781,117985,40466,39887,56202,20975,41160,263995,262820,99.555,373,1167,53138,50520,642418,51195,46733,60000,77.888,34994,34795,99.431,9795,9781,48035,47897,4532,15083,7166,50520,50300,220,99.565,50520,50318,3811077,4476038,3947360,5047365,49,8309654,99.5,1.3954,13.49,1042.5,512.0,233.7,116.8,0.01,180.0,10.351,0.0,27.964,17.607,8.439,9.841,3.3,16.41,26.953,16.123,19.704,6.271,8620.486,0,18,46736,46736,53138,99.18,5.17,29.29,394.09,61.66,186.87,0.828,1.56,0.497,218673.4,23391.4,1.584,2161.955,100.781,247.062,0,0,0
2024-01-31 11:30:00,AMF_00,0,none,65956,65822,134,99.797,13687,13640,37621,37571,14648,14611,4256,4256,552370,550139,99.596,748492,748369,465007,460522,99.035,295486,293413,136042,134113,33479,32996,53945,13264,42484,271931,270765,99.571,2054,0,53019,51308,752748,50339,46332,60000,77.22,28199,28074,99.557,11930,11915,41057,40827,3558,17377,8844,51308,51308,0,100.0,51308,51233,4272543,5994569,4547035,3606102,54,8334226,99.5,1.3319,13.39,1040.8,512.0,231.7,117.1,0.01,180.0,8.701,0.0,22.846,11.364,7.819,7.677,3.442,20.619,17.41,20.045,11.262,4.179,9799.531,0,18,46855,46855,53019,99.5,5.21,25.02,395.38,61.62,186.72,0.915,1.037,0.517,182625.3,23555.3,1.585,2161.955,109.038,247.062,0,0,0
2024-01-31 11:45:00,AMF_00,0,none,57508,57275,233,99.595,11055,10999,32922,32786,13531,13490,3697,3697,458712,458712,100.0,522491,520613,435298,430838,98.975,291952,289440,115489,113937,27857,27461,27675,12906,26363,224151,223005,99.489,1598,0,54642,43977,526188,44965,44541,60000,74.235,38612,38427,99.521,8605,8541,31454,31401,5297,14644,7319,43977,43722,255,99.42,43977,43848,4201018,3893219,3443474,4582727,51,7009790,99.5,1.0715,12.67,1027.8,512.0,222.7,113.1,0.0,180.0,10.97,0.0,30.776,22.57,9.982,9.857,4.293,14.558,27.983,17.009,11.327,9.525,8493.88,0,15,45239,45239,54642,99.5,4.1,22.11,382.17,61.58,184.82,0.821,2.051,0.509,169434.2,24196.4,1.5826,1823.24,100.161,197.858,0,0,0
2024-01-31 12:00:00,AMF_00,0,none,58671,58579,92,99.843,11886,11846,32660,32629,14125,14104,3514,3514,509425,508314,99.782,614200,613317,411637,407907,99.094,231555,230112,150749,148830,29333,28965,46306,16900,41931,264639,264207,99.837,970,0,54802,44546,617714,44912,45902,60000,76.503,31362,31288,99.764,9823,9817,33241,33030,4361,16853,8217,44546,44482,64,99.856,44546,44546,4050795,4237597,3966283,3891574,54,7690143,99.38,1.1707,12.3,1034.2,512.0,229.5,112.7,0.0,180.0,10.311,0.0,31.677,21.253,9.086,13.33,6.461,9.651,10.818,13.933,16.121,10.014,8907.864,1,16,45083,45083,54802,99.06,4.19,28.62,380.36,61.57,185.53,0.883,1.627,0.527,176648.4,23625.5,1.5838,1965.346,106.351,247.062,0,0,0
2024-01-31 12:15:00,AMF_00,0,none,49382,49235,147,99.702,10377,10321,27643,27553,11362,11361,2654,2651,428416,426397,99.529,630747,629757,437823,434048,99.138,283741,282322,127848,125800,26234,25926,30250,14507,23257,197736,197254,99.756,335,106,55909,38020,633401,36937,43978,60000,73.297,26166,26045,99.538,8993,8969,29852,29672,3396,13304,8592,38020,38019,1,99.997,38020,38020,3823300,3985613,3606620,3352444,54,6804051,99.5,1.1072,11.39,1021.8,512.0,219.9,110.0,0.0,180.0,9.466,0.0,25.097,15.219,9.349,11.754,4.933,8.436,25.421,26.1,10.018,4.088,8255.467,0,16,43981,43981,55909,99.5,3.22,26.89,370.6,61.53,185.43,0.879,2.106,0.545,179942.0,24364.0,1.5721,1721.394,78.444,243.706,0,0,0
2024-01-31 12:30:00,AMF_00,0,none,58931,58668,263,99.554,11629,11604,34093,33909,13209,13155,2985,2985,437239,436632,99.861,639113,639113,470684,466318,99.072,272124,270497,162403,160222,36157,35599,51239,18294,27947,194858,194198,99.661,855,0,55631,45722,642098,45551,44541,60000,74.235,32716,32648,99.792,9800,9778,33461,33324,5749,10243,7624,45722,45592,130,99.716,45722,45722,4549182,4912343,3531472,4227164,53,7436705,97.81,1.1581,12.35,1025.4,512.0,222.7,110.7,0.0,180.0,9.591,0.0,20.12,19.041,9.886,5.498,4.786,13.295,23.807,17.59,18.628,9.114,8978.504,0,16,44271,44271,55631,99.5,5.88,20.53,372.72,61.58,185.96,0.894,0.784,0.454,173125.3,24139.4,1.5812,1926.245,85.703,231.123,0,0,0
2024-01-31 12:45:00,AMF_00,0,none,49816,49770,46,99.908,11531,11524,24358,24323,13927,13923,3231,3231,366961,366455,99.862,444963,443833,376652,374005,99.297,243104,241776,107446,106446,26102,25783,34579,11602,24996,220597,220241,99.839,1051,0,57137,35889,448194,36798,42643,60000,71.072,25473,25446,99.894,9374,9374,29528,29415,2645,12288,6116,35889,35783,106,99.705,35889,35845,3415686,3038680,3083458,2977502,53,6406817,87.6,0.8988,12.39,1012.1,512.0,213.2,106.9,0.0,180.0,8.92,0.0,16.384,18.115,14.481,7.116,5.684,8.924,19.421,22.378,18.101,7.282,7221.271,0,13,42749,42749,57137,97.74,3.4,27.73,358.5,61.58,186.76,0.937,2.035,0.472,166711.9,24886.9,1.5732,1580.775,93.203,247.062,0,0,0
2024-01-31 13:00:00,AMF_00,0,none,59190,59101,89,99.85,9959,9959,36027,35944,13204,13198,3434,3429,413397,412642,99.817,570150,569368,458066,454014,99.115,305492,303571,120233,118569,32341,31874,40823,14807,28658,137824,137153,99.513,592,115,56930,45986,573584,47305,42024,60000,70.04,28198,28184,99.95,9970,9948,38090,38012,3546,14341,7962,45986,45787,199,99.567,45986,45833,2538390,3529323,3786245,3390961,52,7084489,99.5,1.0674,12.88,1009.5,512.0,210.1,107.4,0.0,180.0,10.803,0.0,14.513,12.54,9.6,7.731,6.321,14.439,29.845,18.553,16.888,5.195,7027.372,0,14,42948,42948,56930,97.45,6.76,27.16,360.83,61.54,186.11,0.461,1.426,0.529,204215.1,25188.7,1.5736,1801.917,80.505,247.062,0,0,0
2024-01-31 13:15:00,AMF_00,0,none,54385,54185,200,99.632,12894,12850,28728,28591,12763,12744,3768,3768,454738,454653,99.981,678857,678857,405989,402069,99.034,266028,263890,110782,109424,29179,28755,43160,16555,33839,211105,210644,99.782,1475,0,56306,41622,682625,39807,43519,60000,72.532,33865,33714,99.554,10475,10457,34165,33984,4508,10336,7736,41622,41586,36,99.914,41622,41622,3819207,2850933,3622735,3642249,54,7365785,99.5,1.1556,11.29,1018.5,512.0,217.6,108.9,0.0,180.0,9.416,0.0,17.235,19.795,6.199,7.651,4.351,17.951,22.28,26.8,20.37,3.578,8268.824,0,16,43576,43576,56306,99.5,5.15,27.0,366.5,61.59,185.89,1.29,2.43,0.462,187653.1,24541.3,1.5824,1868.727,102.397,247.062,0,0,0
2024-01-31 13:30:00,AMF_00,0,none,62561,62440,121,99.807,10968,10940,37748,37664,13845,13836,4162,4158,537306,537306,100.0,534108,532816,430960,427557,99.21,288400,286748,109171,107915,33389,32894,48827,15417,26978,226891,226200,99.695,1039,0,55899,48716,538270,49499,43407,60000,72.345,34158,34000,99.537,10770,10763,40045,39717,3638,14898,7807,48716,48704,12,99.975,48716,48716,4164369,3168876,3319599,4028401,51,7711142,99.5,1.1404,12.48,1019.0,512.0,217.0,110.0,0.0,180.0,9.252,0.0,22.153,9.869,6.673,6.81,4.468,11.928,26.402,35.811,18.568,5.549,8315.52,0,15,43983,43983,55899,99.5,4.85,29.56,370.32,61.65,185.34,0.523,2.9,0.492,184845.2,24615.7,1.5829,1981.235,96.133,247.062,0,0,0
2024-01-31 13:45:00,AMF_00,0,none,56283,56192,91,99.838,10776,10746,32049,31988,13458,13458,3279,3279,480134,478581,99.677,474347,474347,440472,436235,99.038,282550,280340,121903,120474,36019,35421,47948,15162,22038,219195,218766,99.804,1669,0,55992,42825,477626,43608,43467,60000,72.445,30598,30567,99.899,10007,10007,36111,35890,4191,10862,6738,42825,42734,91,99.788,42825,42732,3204142,3536900,3731109,2811833,48,7262697,99.5,1.0507,12.05,1019.1,512.0,217.3,109.7,0.0,180.0,8.558,0.0,20.417,16.64,7.618,10.758,5.431,5.832,14.0,23.016,11.417,5.811,7705.834,0,14,43899,43899,55992,99.5,7.3,24.91,369.28,61.69,185.62,0.954,2.76,0.455,183460.5,24583.9,1.5817,1840.813,98.103,247.062,0,0,0
2024-01-31 14:00:00,AMF_00,0,none,54917,54863,54,99.902,9739,9694,34040,34040,11138,11129,3646,3632,360255,358374,99.478,468486,468486,433497,430566,99.324,289379,288003,117317,116102,26801,26461,34331,11298,32407,199034,198432,99.698,1476,0,56908,43779,472132,43602,43945,60000,73.242,30004,29835,99.437,8516,8491,36721,36572,3958,12459,7877,43779,43575,204,99.534,43779,43779,3108395,3381984,3838540,3478200,54,6718087,92.82,0.9505,13.14,1019.2,512.0,219.7,107.4,0.0,180.0,13.113,0.0,26.033,22.581,8.933,8.066,9.016,20.893,25.848,25.335,11.326,7.892,7718.817,0,14,42978,42978,56908,98.24,5.02,28.13,361.3,61.47,186.13,1.117,1.826,0.577,164887.0,24318.5,1.568,1692.965,75.83,247.062,0,0,0
2024-01-31 14:15:00,AMF_00,0,none,44275,44168,107,99.758,10301,10301,23737,23630,10237,10237,2625,2625,375250,375250,100.0,536144,535382,323866,321185,99.172,237613,236087,62826,62039,23427,23059,29964,12159,29053,134992,134444,99.594,736,0,58595,34038,538769,32740,40999,60000,68.332,20202,20157,99.777,6902,6875,30051,29961,3362,8760,4742,34038,33968,70,99.794,34038,33957,2947958,2358696,2705899,2492228,52,5831539,92.1,0.9155,12.69,1000.2,512.0,205.0,103.2,0.0,180.0,10.952,0.0,29.405,12.564,7.44,17.681,4.089,7.082,32.74,21.824,17.132,7.78,6282.063,0,12,41283,41283,58595,99.5,1.07,28.57,345.85,61.36,186.97,1.369,3.07,0.42,196129.8,25580.8,1.5534,1423.946,70.389,247.062,0,0,0
2024-01-31 14:30:00,AMF_00,0,none,50236,50052,184,99.634,11329,11321,26871,26703,12036,12028,4009,4009,457616,456992,99.864,639812,639812,470794,466613,99.112,311377,309227,126862,125202,32555,32184,51821,15215,30794,190361,189226,99.404,1359,0,56600,38200,643821,37344,43362,60000,72.27,29790,29698,99.691,12324,12308,40411,40223,5413,12359,8277,38200,38200,0,100.0,38200,38157,3171796,3470643,3296722,3635478,53,7898558,99.07,1.1534,12.56,1017.0,512.0,216.8,108.2,0.0,180.0,10.666,0.0,22.49,26.143,5.014,14.012,4.813,10.5,22.947,30.983,17.517,5.2,7187.242,0,16,43268,43268,56600,99.5,1.98,30.44,364.03,61.36,186.46,1.094,3.388,0.513,215498.7,24592.6,1.5722,2054.348,79.625,247.062,0,0,0
2024-01-31 14:45:00,AMF_00,0,none,40212,40145,67,99.833,8212,8209,21929,21865,10071,10071,2890,2883,367974,365298,99.273,492376,491256,307617,304597,99.018,196964,195455,85352,84224,25301,24918,32923,12662,24593,154947,154245,99.547,716,0,58348,30141,495266,30716,41125,60000,68.542,27097,27097,100.0,8010,8010,29859,29754,3404,10192,4353,30141,30064,77,99.745,30141,30038,2815150,2262211,2859745,2583851,49,5797344,90.29,0.8755,12.42,1001.5,512.0,205.6,103.8,0.0,180.0,10.26,0.0,33.083,13.125,9.876,9.455,3.064,11.159,42.042,17.896,10.081,8.314,6305.439,0,12,41533,41533,58348,99.5,4.96,27.18,348.27,61.42,186.43,1.304,1.955,0.534,186756.0,25534.5,1.5599,1404.888,79.618,247.062,0,0,0
2024-01-31 15:00:00,AMF_00,0,none,53522,53426,96,99.821,13159,13088,27683,27658,12680,12680,4012,3995,583912,580877,99.48,690421,689127,498733,495368,99.325,338291,336267,124755,124002,35687,35099,53868,12723,34916,175048,174606,99.747,372,96,55857,40842,694433,38456,43171,60000,71.952,27906,27782,99.556,11943,11940,34481,34294,4370,9725,9099,40842,40842,0,100.0,40842,40842,4010351,5179330,3953946,4159499,53,8216069,99.5,1.2967,11.75,1017.9,512.0,215.9,110.1,0.0,180.0,8.787,0.0,41.966,14.533,6.131,7.778,3.852,11.955,24.302,15.543,14.784,5.589,8849.219,0,17,44029,44029,55857,99.5,3.12,25.98,371.2,61.34,186.1,0.57,1.671,0.385,197662.0,24724.4,1.5559,2161.955,69.332,247.062,0,0,0
2024-01-31 15:15:00,AMF_00,0,none,54288,54147,141,99.74,11751,11719,29426,29336,13111,13092,3515,3500,535067,535067,100.0,604770,603134,372307,368566,98.995,214229,212309,126045,124602,32033,31655,36292,13091,31852,233292,232074,99.478,725,697,56042,41177,608285,40500,43867,60000,73.112,24953,24903,99.8,10420,10420,27788,27703,4411,10481,5066,41177,41060,117,99.716,41177,41064,3173194,4034157,3348514,3121286,54,7145472,99.5,1.146,13.26,1020.9,512.0,219.3,109.6,0.0,180.0,10.492,0.0,38.789,16.522,5.325,10.613,8.651,9.258,18.062,19.015,15.853,7.235,7246.342,0,15,43839,43839,56042,99.5,4.31,25.81,369.2,61.39,186.27,1.385,1.244,0.395,213222.8,24403.9,1.5699,1824.582,76.356,247.062,0,0,0
2024-01-31 15:30:00,AMF_00,0,none,61683,61523,160,99.741,12618,12599,34798,34687,14267,14237,3811,3809,590688,589065,99.725,619250,617529,453842,450595,99.285,296934,295296,129482,128315,27426,26984,52471,13944,29639,170088,168982,99.35,376,795,55522,47416,623061,47031,43721,60000,72.868,28309,28244,99.77,8139,8115,36748,36485,4955,14162,9108,47416,47416,0,100.0,47416,47393,4782051,3530427,5329744,4089158,52,7651442,99.5,1.2388,12.78,1021.5,512.0,218.6,110.9,0.0,180.0,7.687,0.0,39.044,18.947,5.372,6.037,4.536,8.844,16.552,13.804,10.955,8.328,11235.328,1,15,44360,44360,55522,99.5,5.24,25.7,373.64,61.58,185.81,1.0,1.877,0.576,149051.7,24499.2,1.5842,1965.326,100.579,241.84,0,0,0
2024-01-31 15:45:00,AMF_00,0,none,35326,35303,23,99.935,6712,6712,19140,19129,9474,9462,2264,2260,251093,251020,99.971,392997,392602,284038,281795,99.21,189281,188355,71099,70159,23658,23281,30430,10701,20859,153739,152818,99.401,932,0,58678,25852,395261,27326,42367,60000,70.612,17877,17844,99.815,6711,6711,22706,22621,3152,8872,5436,25852,25830,22,99.915,25852,25775,2670522,2374487,2921571,1951934,51,4957439,71.61,0.6933,11.87,1006.8,512.0,211.8,103.0,0.0,180.0,8.554,0.0,30.099,16.452,9.271,7.049,6.743,9.484,15.271,17.429,18.159,5.737,6213.437,0,10,41198,41198,58678,98.11,1.26,23.84,346.03,61.55,184.6,0.468,2.475,0.549,149189.7,24918.9,1.569,1217.773,68.785,197.83,0,0,0
2024-01-31 16:00:00,AMF_00,0,none,53679,53408,271,99.495,10630,10606,32908,32690,10141,10112,4374,4371,447275,446237,99.768,507980,507980,492390,487353,98.977,295531,292829,165442,163513,31417,31011,45878,10437,34084,193343,192372,99.498,1169,0,57183,43538,512354,41485,42833,60000,71.388,27406,27295,99.595,10877,10876,42170,41925,4023,13736,7604,43538,43301,237,99.456,43538,43538,3217512,3066062,4325936,4695247,49,7503952,99.5,1.076,11.96,1012.9,512.0,214.2,106.7,0.0,180.0,9.115,0.0,35.723,14.968,8.255,7.373,4.041,7.583,28.422,20.742,11.864,4.479,8381.609,0,15,42690,42690,57183,99.5,1.91,26.98,359.48,61.5,184.81,0.913,1.718,0.497,172510.4,24796.2,1.5555,1974.605,63.144,225.75,0,0,0
2024-01-31 16:15:00,AMF_00,0,none,56635,56525,110,99.806,9867,9867,34889,34845,11879,11813,4039,4035,547837,547837,100.0,537815,537815,470886,467935,99.373,289934,289519,148767,146798,32185,31618,46417,16825,29262,235187,234566,99.736,776,0,56093,44756,541854,44542,43791,60000,72.985,32089,31858,99.28,10153,10130,37765,37583,5313,14693,7443,44756,44574,182,99.593,44756,44696,3913944,3554208,4672860,3209043,51,7573111,99.5,1.1694,12.34,1020.4,512.0,219.0,109.5,0.0,180.0,9.477,0.0,39.0,17.881,7.898,7.105,3.835,16.895,17.236,28.101,12.54,7.255,9540.893,0,15,43781,43781,56093,99.5,2.91,26.93,369.0,61.37,185.88,1.254,1.721,0.533,165110.9,24433.7,1.5426,1971.476,60.358,247.062,0,0,0
2024-01-31 16:30:00,AMF_00,0,none,61676,61632,44,99.929,12767,12767,37620,37620,11289,11245,3641,3635,597809,597809,100.0,703734,703510,547204,543783,99.375,387846,386100,129386,128174,29972,29509,38817,14392,37029,204115,202442,99.18,1010,503,54961,50387,707375,47042,43589,60000,72.648,33680,33624,99.834,11765,11765,34605,34484,4866,17804,9551,50387,50295,92,99.817,50387,50278,3358442,5133008,4052648,3353499,49,7884901,98.83,1.3625,12.11,1022.2,512.0,217.9,112.3,0.01,180.0,10.546,0.0,19.298,20.551,7.797,12.395,7.104,10.809,19.831,19.701,12.156,5.106,8234.544,0,18,44914,44914,54961,99.29,2.69,19.18,380.98,61.28,183.57,0.896,2.063,0.528,222909.3,24590.9,1.5537,2161.955,69.303,166.488,0,0,0
2024-01-31 16:45:00,AMF_00,0,none,49363,49281,82,99.834,9618,9607,27594,27528,12151,12146,3574,3571,470474,470363,99.976,566575,566575,372945,370656,99.386,272108,270970,72565,71808,28272,27878,44229,18757,29759,234728,234073,99.721,1086,0,55743,37212,570149,38394,44958,60000,74.93,22733,22642,99.6,10267,10247,30534,30343,5129,13878,5890,37212,37188,24,99.936,37212,37212,2901465,3078131,3627172,2778753,51,6644220,99.5,1.0559,13.08,1027.1,512.0,224.8,110.3,0.0,180.0,7.54,0.0,18.613,14.431,8.017,6.76,5.075,7.855,22.467,22.595,12.365,4.765,7254.041,0,14,44135,44135,55743,99.5,2.61,10.99,375.34,61.27,181.42,1.453,0.907,0.529,195634.5,23956.2,1.5342,1853.36,64.046,111.332,0,0,0
2024-01-31 17:00:00,AMF_00,0,none,51068,51057,11,99.978,13117,13106,27452,27452,10499,10499,3804,3804,528383,526821,99.704,492280,492280,420667,417225,99.182,299005,297122,90785,89728,30877,30375,39937,13576,26900,246454,244555,99.229,1581,248,55843,40569,496084,36139,44302,60000,73.837,20562,20538,99.883,8112,8107,34835,34778,5348,14524,5496,40569,40569,0,100.0,40569,40569,2808374,2862911,3363392,3763317,54,6768971,97.85,1.0788,12.14,1023.6,512.0,221.5,110.1,0.0,180.0,9.81,0.0,22.232,10.734,3.969,15.245,5.258,7.293,11.492,37.256,13.675,6.028,6857.518,0,14,44029,44029,55843,99.5,1.69,14.25,375.07,61.28,180.32,1.13,3.979,0.603,211905.9,24227.0,1.5466,1874.079,66.922,123.296,0,0,0
2024-01-31 17:15:00,AMF_00,0,none,46730,46599,131,99.72,10822,10790,25057,24966,10851,10843,3475,3462,475371,473134,99.529,618437,618437,363811,361240,99.293,247226,245959,89056,88141,27529,27140,35214,13534,22735,170344,168969,99.193,730,378,57004,35879,621912,34072,43800,60000,73.0,28802,28608,99.326,8508,8508,37252,37190,3692,13074,6266,35879,35879,0,100.0,35879,35795,3191335,3067118,3381112,1841572,50,6117001,99.5,1.0847,14.11,1018.2,512.0,219.0,107.2,0.0,180.0,9.937,0.0,48.13,31.201,8.083,11.562,6.556,8.85,15.039,18.924,17.825,7.14,7302.719,0,14,42872,42872,57004,99.5,5.91,13.07,364.41,61.22,180.99,1.24,3.508,0.465,200174.5,24375.4,1.581,1599.154,87.786,165.983,0,0,0
2024-01-31 17:30:00,AMF_00,0,none,54888,54701,187,99.659,13425,13386,29588,29510,11875,11805,3736,3736,473780,472549,99.74,690998,689106,362811,358907,98.924,227310,225382,101217,99637,34284,33888,42008,15238,34086,293026,291764,99.569,1080,134,55739,43013,694734,39383,44383,60000,73.972,31771,31682,99.72,11213,11203,38933,38745,4851,14568,7994,43013,42995,18,99.958,43013,42922,3712353,3155688,3762138,3360401,51,7435599,99.5,1.1704,13.35,1024.3,512.0,221.9,110.4,0.0,180.0,9.397,0.0,16.863,22.97,11.476,7.527,7.381,11.926,13.277,28.785,10.516,9.355,8304.99,0,17,44146,44146,55739,99.5,1.91,9.2,376.77,61.24,179.55,1.154,1.89,0.529,188948.3,24199.3,1.4872,2112.131,73.704,93.186,0,0,0
